"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin2","fin4","fin5","fin6","fin7","fin8","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14a","fin14a1","fin14b","fin16","fin17a","fin17a1","fin20","fin22a","fin22b","fin24","fin24a","fin24b","fin30","fin31a","fin31b","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin44a","fin44b","fin44c","fin44d","fin45","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Iran, Islamic Rep.","IRN",183245180,0.572570033825903,1,48,2,2,2,,1,1,1,1,1,1,2,2,,,1,1,1,1,1,,,,,,,,,,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,,,,2,,,,,,1,2,2,2,2,2,2,2,2,2,2,1,1,4,3,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",189510267,1.86045438113018,2,38,1,1,2,,1,1,0,1,1,1,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,1,1,2,2,2,,1,2,2,5,1,4,2,,,,2,,,,,,1,2,1,2,,,1,1,2,3,1,0,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",113134929,0.91925275746562,1,63,1,4,2,,1,1,0,1,1,2,1,1,1,2,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,1,2,2,2,1,1,2,,2,,,,,,1,1,1,2,,,2,1,1,3,2,0,1,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",210014235,0.389275795276715,2,85,2,5,2,,1,1,0,1,1,1,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,1,1,1,2,2,,2,1,2,2,3,3,1,2,1,,2,,,,,,1,1,1,2,,,3,3,3,3,,0,1,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",129412957,0.497086516202127,2,53,3,4,1,,1,1,0,1,1,1,2,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,1,1,2,1,2,,2,2,2,3,2,2,1,1,1,,1,2,1,2,,,1,2,1,2,,,1,3,3,3,,1,0,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",208120483,0.335948224613698,1,45,2,4,2,,1,1,0,1,1,2,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,1,1,,2,2,2,2,2,2,1,1,2,,2,,,,,,2,2,,,,,2,2,2,2,2,1,0,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",138440971,3.29963626608845,2,15,1,3,2,,1,1,0,2,,2,2,2,,,2,,2,,1,,,,,,,,,,,,,,2,2,2,2,2,1,,1,2,1,2,1,1,2,,,,2,,,,,,2,2,,,,,2,1,2,2,2,1,1,4,4,4,,4,,2,2,0,
"Iran, Islamic Rep.","IRN",190980970,1.08501881834202,1,39,2,3,2,,1,1,0,1,1,2,2,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,1,2,2,2,,,,2,,,,,,1,2,2,2,2,2,2,1,2,2,2,1,0,4,3,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",192825291,1.71608176812144,1,82,1,5,2,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,1,2,2,1,1,,2,2,2,3,3,3,2,,,,2,,,,,,1,1,1,2,,,3,3,3,4,,1,0,4,1,1,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",177418252,1.41514344273443,1,20,2,3,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,3,2,1,2,1,,2,,,,,,1,2,2,2,2,2,2,2,2,2,4,1,1,4,3,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",132740218,0.714213026428617,2,60,3,5,1,,1,1,0,1,1,1,1,2,,,2,,1,1,1,,,,,,,,,,,,,,2,1,1,2,2,1,,2,2,2,1,3,3,1,1,1,,2,,,,,,1,2,1,2,,,3,2,2,2,2,1,0,4,1,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",185872262,0.909633940831534,2,85,1,5,2,,1,1,0,1,1,2,1,2,,,1,4,1,1,4,,,,,,,,,,,,,,2,2,2,2,1,2,,2,2,2,1,5,6,1,2,2,3,2,,,,,,2,1,1,2,,,3,6,6,3,,1,0,4,4,1,,3,,1,2,1,
"Iran, Islamic Rep.","IRN",202910186,1.07406417468695,1,35,2,1,2,,1,1,0,1,1,2,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,1,2,2,1,2,2,2,2,,,,,,1,2,2,2,2,2,3,3,2,1,4,1,0,4,3,4,,3,,1,1,1,
"Iran, Islamic Rep.","IRN",179461230,1.48553520615534,2,30,2,2,2,,1,1,0,1,2,2,2,2,,,2,,2,,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,3,3,2,,,,2,,,,,,1,2,1,2,,,3,3,3,3,,0,0,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",115782083,0.327663288493324,1,68,2,5,2,,1,1,0,1,1,1,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,2,2,2,2,,1,2,1,6,2,2,1,2,1,,2,,,,,,2,1,1,2,,,1,2,3,4,1,0,1,4,4,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",147731524,0.759414627792897,2,59,3,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,2,2,2,2,,2,2,2,6,2,1,1,1,2,,2,,,,,,2,2,,,,,1,1,2,1,2,0,0,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",134218887,1.49690674581514,2,26,3,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,1,2,2,,2,1,2,1,3,1,1,1,1,,1,2,1,2,,,2,2,,,,,2,3,3,3,,1,1,1,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",140609678,0.755113083331464,1,40,2,5,2,,1,1,0,1,1,1,1,1,1,1,2,,1,1,1,,,,,,,,,,,,,,2,2,2,1,2,1,,2,2,2,2,2,2,2,,,,2,,,,,,2,2,,,,,2,2,2,2,1,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",182487143,0.627278144763759,1,42,2,3,2,,1,1,0,1,1,2,2,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,2,2,2,2,2,,,,2,,,,,,1,2,2,2,2,2,1,2,2,2,1,0,1,4,3,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",195083723,1.8985594078407,1,19,2,4,2,,1,1,0,1,1,1,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,1,1,2,2,2,,2,2,2,1,2,2,1,2,1,,2,,,,,,1,2,2,2,2,1,1,2,2,1,4,1,0,4,1,4,,1,,2,1,1,
"Iran, Islamic Rep.","IRN",121086000,0.848542923548006,1,48,1,1,1,,1,1,0,2,,2,2,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,7,,,2,,,,2,,,,,,1,2,1,2,,,3,2,1,2,2,0,1,4,1,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",134204442,2.52407734143939,1,40,1,2,2,,0,0,0,2,,,,,,,,,,,,2,2,1,2,1,2,2,2,1,,,,,2,2,2,2,2,2,,2,2,2,4,1,1,1,2,2,1,2,,,,,,2,2,,,,,1,1,2,2,1,0,1,4,4,4,,2,,2,2,0,
"Iran, Islamic Rep.","IRN",117428339,0.573986781341794,1,40,3,1,2,,1,1,0,1,2,1,1,2,,,1,2,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,2,5,2,2,1,1,2,,2,,,,,,2,2,,,,,1,1,2,4,1,0,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",195399775,0.803958352215475,2,58,3,3,1,,1,1,0,1,1,2,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,2,5,2,1,1,1,2,,2,,,,,,1,1,1,2,,,3,3,3,4,,0,1,4,1,1,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",175625505,0.761138203880327,1,43,3,2,2,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,2,2,2,,2,2,2,2,1,1,2,,,,2,,,,,,2,2,,,,,1,1,2,1,4,0,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",163293979,0.682178970122429,1,65,1,5,2,,1,1,0,1,1,2,1,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,3,3,1,2,2,1,2,,,,,,2,2,,,,,1,1,1,3,1,0,0,4,4,4,,2,,2,2,1,
"Iran, Islamic Rep.","IRN",200192887,1.24388439717323,1,25,3,2,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,1,1,1,2,,2,2,2,2,2,2,2,,,,2,,,,,,2,2,,,,,2,1,2,2,2,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",187731377,0.756633216885915,2,50,3,4,1,,1,1,0,2,,2,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,1,2,3,2,1,1,2,,1,2,1,2,,,2,1,1,2,,,1,1,2,4,1,0,1,1,4,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",172077179,0.787770677492162,1,40,2,3,2,,1,1,0,2,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,,,,2,2,2,2,2,2,,2,2,2,2,3,2,1,1,2,,2,,,,,,1,2,2,2,2,1,3,3,3,2,,1,0,4,1,4,,1,,2,2,1,
"Iran, Islamic Rep.","IRN",208402897,0.435301722748566,2,41,3,4,1,,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,2,1,1,1,2,,2,2,1,2,2,2,1,1,1,,1,2,1,2,,,1,2,1,2,,,1,2,2,2,1,1,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",181115632,1.15953234049309,2,60,1,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,1,1,1,,2,2,2,1,2,1,1,2,1,,2,,,,,,1,1,1,3,,,2,3,3,3,,1,1,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",157473535,1.09915631163303,1,32,2,1,2,,1,1,0,1,1,1,1,2,,,1,1,1,2,1,,,,,,,,,,,,,,2,2,2,1,2,1,,2,2,2,1,1,1,1,2,2,2,1,2,1,2,,,2,2,,,,,3,2,3,3,,1,0,1,4,4,,3,,1,1,1,
"Iran, Islamic Rep.","IRN",140925444,1.29702882782501,2,17,2,3,1,,1,1,0,1,1,2,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,1,2,1,,2,2,1,3,2,1,1,2,1,,2,,,,,,2,2,,,,,2,2,3,2,1,1,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",155186862,0.899686365254418,2,46,2,1,1,,1,1,0,1,1,2,2,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,0,1,1,1,4,,2,,1,2,1,
"Iran, Islamic Rep.","IRN",111869004,1.41514344273443,1,25,2,3,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,2,1,1,1,1,1,2,2,1,1,2,1,3,2,2,1,1,1,,2,,,,,,2,2,,,,,3,3,3,3,,1,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",132883153,0.985028035709519,1,33,3,3,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,1,1,1,2,2,,2,1,2,3,2,2,2,,,,2,,,,,,1,2,1,2,,,2,2,2,2,1,1,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",160264717,0.698469774341203,1,40,2,3,2,,1,0,1,2,,,,,,,,,,,,,2,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,,,,2,,,,,,2,2,,,,,1,1,2,2,1,0,0,4,4,4,,4,,2,2,1,
"Iran, Islamic Rep.","IRN",136614661,1.36164301317245,2,21,2,4,1,,1,1,0,1,1,1,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,1,1,1,2,2,,2,2,2,3,2,1,2,,,,2,,,,,,1,2,1,2,,,1,2,2,2,1,0,0,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",202850601,0.676556912494354,1,39,3,5,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,3,3,1,2,1,,1,2,2,2,1,,2,2,,,,,2,2,2,3,1,1,0,2,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",135045677,0.544894668938458,1,43,2,4,2,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,1,1,1,1,2,2,,2,2,2,1,3,3,1,1,1,,2,,,,,,2,2,,,,,1,3,3,3,,0,0,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",146855689,2.97625397362006,1,15,1,2,2,,0,0,0,2,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,2,2,2,2,2,,2,2,2,2,2,2,2,,,,2,,,,,,1,2,2,2,2,2,1,1,1,1,2,1,0,4,3,4,,4,,2,1,0,
"Iran, Islamic Rep.","IRN",166603788,1.20791183243033,1,19,2,1,2,,1,1,1,1,1,2,2,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,1,1,1,2,,2,2,1,2,2,1,2,,,,2,,,,,,1,2,2,1,,,3,2,2,2,4,1,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",150264002,0.62515658903028,1,54,1,1,2,,1,1,0,1,1,2,2,2,,,2,,2,,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,7,,,1,2,2,1,2,,,,,,1,2,2,2,2,2,1,1,1,4,2,0,0,4,3,4,,2,,1,2,1,
"Iran, Islamic Rep.","IRN",157224056,0.732521681830908,2,41,2,3,1,,1,1,0,1,1,1,1,2,,,1,1,2,,1,,,,,,,,,,,,,,2,1,1,2,2,2,,1,2,1,5,1,1,1,2,1,,1,2,1,2,,,1,2,2,2,2,2,1,1,2,2,1,0,1,1,3,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",164076911,0.831196939029975,2,71,1,4,1,,1,1,0,1,1,1,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,2,2,2,2,,2,2,2,3,3,3,1,1,1,,2,,,,,,1,1,1,2,,,3,3,3,4,,0,0,4,1,1,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",129414711,0.304363756797461,1,45,2,5,2,,1,1,0,1,1,1,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,1,2,2,1,,2,2,1,1,3,2,1,1,1,,2,,,,,,1,2,1,2,,,2,1,2,2,1,1,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",197341783,0.730403733050324,1,57,2,2,2,,1,1,0,2,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,2,2,2,2,2,2,,2,1,2,3,2,1,2,,,,2,,,,,,1,2,1,2,,,1,1,1,4,2,0,1,4,1,4,,4,,2,2,1,
"Iran, Islamic Rep.","IRN",118728299,0.769176288709851,2,42,3,1,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,2,2,2,2,,2,2,1,3,2,2,1,2,1,,2,,,,,,1,2,1,2,,,1,2,2,3,1,0,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",165344623,0.577955865983143,2,46,3,4,1,,1,1,0,1,1,1,2,2,,,1,2,2,,1,,,,,,,,,,,,,,1,1,1,1,2,2,,1,2,1,4,3,3,1,1,1,,1,2,1,2,,,2,2,,,,,2,2,3,2,2,0,1,1,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",195275344,0.792110335841646,2,66,2,4,1,,1,1,0,1,1,2,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,1,1,,2,2,1,1,2,3,1,1,2,,2,,,,,,2,1,1,2,,,2,2,2,4,2,1,1,4,4,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",146735554,1.01271648822146,1,18,2,5,2,,1,1,0,1,2,1,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,1,2,2,1,2,1,,2,2,1,1,2,3,2,,,,2,,,,,,2,2,,,,,2,3,3,3,,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",204476042,0.860892133762427,1,30,2,1,1,,0,0,0,2,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,2,2,2,2,2,,2,2,2,2,2,1,2,,,,2,,,,,,2,2,,,,,2,1,2,2,1,0,0,4,4,4,,4,,1,2,0,
"Iran, Islamic Rep.","IRN",168151704,2.10884264532167,1,60,1,1,2,,1,1,0,2,,,,,,,,,,,,,1,1,3,2,1,1,3,2,,,,,2,2,2,2,2,2,,1,2,1,6,1,1,1,1,2,,2,,,,,,2,2,,,,,1,1,1,4,5,0,1,4,4,4,,1,,2,2,1,
"Iran, Islamic Rep.","IRN",171273518,1.91491178273225,2,31,2,4,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,2,1,1,2,,2,2,2,3,3,2,1,1,2,,2,,,,,,2,2,,,,,2,2,3,3,1,1,0,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",127112881,0.567922485289391,1,43,3,4,2,,1,1,0,1,1,1,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,1,1,2,2,,2,2,1,3,2,2,2,,,,2,,,,,,2,2,,,,,3,3,3,3,,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",111685013,0.696329429654212,1,36,2,1,2,,1,1,1,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,3,1,1,1,,2,,,,,,2,2,,,,,1,1,1,1,2,1,0,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",122535701,0.507626772463314,2,61,3,1,1,,1,1,0,1,1,1,2,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,1,2,2,,2,2,2,3,3,3,1,1,1,,1,2,1,2,,,1,1,1,2,,,3,3,3,4,,1,0,1,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",163410863,3.29963626608845,2,16,2,1,1,,0,0,0,2,,,,,,,,,,,,2,1,1,2,1,2,1,1,1,,,,,2,2,2,2,2,2,,1,2,1,2,1,1,2,,,,2,,,,,,2,2,,,,,1,1,2,1,2,0,1,4,4,4,,4,,2,1,0,
"Iran, Islamic Rep.","IRN",196595017,1.96908335960569,1,57,1,3,1,,0,0,0,2,,,,,,,,,,,,2,2,1,2,2,2,1,1,2,,,,,2,2,2,2,2,2,,1,1,1,3,1,1,2,,,,2,,,,,,2,2,,,,,1,1,1,1,1,0,1,4,4,4,,4,,2,1,0,
"Iran, Islamic Rep.","IRN",205378243,0.665185380304597,2,62,2,3,2,,1,1,0,1,1,1,1,2,,,2,,2,,1,,,,,,,,,,,,,,1,2,2,2,1,1,,2,2,2,3,2,2,1,1,2,,2,,,,,,1,1,1,2,,,2,2,3,4,1,1,0,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",173680372,0.857449434499169,2,79,2,4,2,,1,1,0,1,1,2,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,3,1,2,1,1,2,,2,,,,,,2,1,1,2,,,1,2,1,4,2,0,0,4,4,1,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",163098720,3.29963626608845,1,15,1,3,2,,1,1,0,1,1,2,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,2,1,2,,2,2,1,2,2,2,2,,,,2,,,,,,1,2,2,2,2,2,2,2,2,2,1,1,1,4,3,4,,4,,2,2,1,
"Iran, Islamic Rep.","IRN",199921702,0.852019126561579,1,60,1,1,2,,0,0,0,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,,2,2,2,3,1,1,1,2,2,2,2,,,,,,2,2,,,,,1,1,1,4,2,0,0,4,4,4,,3,,1,2,0,
"Iran, Islamic Rep.","IRN",153001349,1.19182483491574,2,60,1,1,1,,0,0,0,2,,,,,,,,,,,,2,2,2,2,1,1,1,2,2,,,,,2,2,2,2,2,2,,2,2,2,4,1,1,2,,,,2,,,,,,2,2,,,,,3,3,2,1,3,0,0,4,4,4,,4,,1,2,0,
"Iran, Islamic Rep.","IRN",191958794,0.583861009209444,2,69,3,5,2,,1,1,0,1,1,1,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,1,1,1,2,,2,2,2,1,3,2,1,1,2,,2,,,,,,1,1,1,2,,,2,2,2,4,2,1,0,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",148341678,2.55710778491089,1,38,1,1,2,,0,0,0,2,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,2,2,2,2,2,,2,2,1,2,1,1,2,,,,2,,,,,,2,2,,,,,2,2,2,1,4,0,1,4,4,4,,4,,2,2,0,
"Iran, Islamic Rep.","IRN",129556838,1.68976245586742,2,30,3,3,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,1,1,1,,2,2,2,3,2,1,1,1,1,,1,2,1,2,,,2,2,,,,,1,2,2,4,3,1,0,1,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",112356964,1.45798432990322,2,16,2,4,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,1,2,2,1,1,2,1,1,2,1,2,2,2,1,3,2,2,2,,,,2,,,,,,1,2,1,1,,,3,3,3,2,,1,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",124401112,0.424721072513997,1,63,2,3,2,,1,1,0,1,1,1,1,2,,,2,,2,,2,,,,,,,,,,,,,,2,1,2,2,2,1,,2,2,2,2,1,1,1,1,1,,2,,,,,,2,2,,,,,1,1,2,2,1,1,0,4,4,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",199054886,0.701801437406237,2,49,1,4,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,3,2,3,1,2,1,,1,2,1,2,,,1,2,1,2,,,2,2,2,4,1,0,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",187534914,2.07431048509954,1,17,2,2,2,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,3,2,2,,,,2,,,,,,1,2,2,2,2,1,2,1,2,2,4,1,0,4,1,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",166770049,0.759843711680901,1,24,2,2,2,,1,1,0,1,1,2,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,2,3,3,2,,,,2,,,,,,2,2,,,,,3,3,3,3,,0,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",184541135,0.648948517090567,1,18,2,2,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,2,,,,,,2,2,,,,,2,2,2,1,4,0,0,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",159664516,0.595767620824436,2,57,3,4,2,,1,1,0,1,1,1,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,2,2,2,2,,2,2,2,3,3,1,1,1,1,,2,,,,,,2,1,2,2,2,2,1,1,1,1,2,0,0,4,4,3,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",116828363,0.478588657725922,1,52,2,3,2,,0,0,0,2,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,2,2,2,2,2,,2,1,2,2,2,1,1,2,1,,2,,,,,,2,2,,,,,2,2,2,3,1,0,1,4,4,4,,1,,1,1,0,
"Iran, Islamic Rep.","IRN",174632641,1.15585919322893,1,21,2,5,1,,1,1,1,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,3,3,2,,,,2,,,,,,1,2,2,2,2,2,3,3,3,3,,1,1,4,3,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",170936188,0.742654648918134,2,38,2,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,1,1,2,2,2,,1,1,1,2,2,2,1,2,1,,1,2,1,2,,,1,2,1,2,,,1,1,2,2,2,0,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",202813552,0.686777247041579,1,54,1,4,2,,1,1,0,1,1,2,2,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,1,3,3,2,,,,2,,,,,,2,2,,,,,3,2,3,4,,1,0,4,4,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",198357440,0.696329429654212,1,33,2,1,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,1,1,1,2,2,,2,2,2,1,2,2,1,1,1,,2,,,,,,2,2,,,,,1,1,1,2,2,0,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",208933643,1.27702969396366,1,32,3,2,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,1,1,1,1,1,,2,2,1,3,2,1,2,,,,1,2,1,2,,,2,2,,,,,2,2,2,1,3,1,1,1,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",114531645,1.66254921223782,1,30,3,1,1,,1,1,0,1,1,1,1,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,4,2,1,1,1,1,,2,,,,,,2,2,,,,,1,1,1,1,2,0,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",186900179,0.949206994695014,1,36,3,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,1,1,1,,2,2,2,1,3,2,2,,,,2,,,,,,2,2,,,,,3,2,3,3,,1,0,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",158778584,1.17990308537045,1,30,1,2,1,,1,1,0,1,1,2,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,9,,,2,,,,2,,,,,,2,2,,,,,1,2,2,1,5,0,1,4,4,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",200123039,1.49690674581514,2,26,3,3,1,,1,1,1,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,3,3,2,,,,1,1,1,2,,,1,2,1,2,,,2,3,3,3,,0,1,1,1,4,,4,,1,1,1,
