"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin2","fin4","fin5","fin6","fin7","fin8","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14a","fin14a1","fin14b","fin16","fin17a","fin17a1","fin20","fin22a","fin22b","fin24","fin24a","fin24b","fin30","fin31a","fin31b","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin44a","fin44b","fin44c","fin44d","fin45","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Iran, Islamic Rep.","IRN",174081800,1.06700625827635,2,56,1,2,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,1,1,,2,2,2,1,1,1,2,,,,1,2,2,2,1,,1,2,1,2,,,1,1,1,1,1,1,1,2,1,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",204526378,0.702538014365358,1,43,2,1,2,,1,1,0,1,1,2,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,1,2,,2,2,2,6,3,3,1,2,2,2,2,,,,,,2,2,,,,,1,1,1,1,1,1,0,4,4,4,,3,,1,2,1,
"Iran, Islamic Rep.","IRN",206302426,0.656718190225868,2,45,2,3,1,,1,1,0,1,1,2,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,2,2,4,1,1,2,,1,2,1,2,,,1,2,1,2,,,1,2,2,2,2,0,1,1,1,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",132344627,1.10429809911019,2,46,3,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,2,2,,2,2,1,3,3,3,1,1,1,,2,,,,,,2,2,,,,,2,1,1,3,3,0,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",192089561,0.911873421857051,2,43,1,2,1,,1,1,0,1,1,2,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,2,2,1,1,1,2,,1,2,1,2,,,2,2,,,,,1,1,1,1,4,0,1,1,4,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",171610049,0.983261062497106,1,28,3,2,2,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,1,1,1,1,,2,1,2,3,2,2,1,2,1,,2,,,,,,1,2,2,2,2,1,3,2,2,3,3,1,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",153667257,1.28825094042903,1,24,3,2,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,1,2,,1,2,1,1,2,2,1,1,1,,2,,,,,,1,2,1,2,,,1,1,1,1,3,1,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",147449030,0.991275209489569,1,20,2,4,2,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,1,2,2,1,1,1,,2,2,1,1,3,3,1,2,1,,1,2,1,2,,,1,2,2,2,2,2,2,3,3,3,,1,1,1,3,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",123566241,1.53039829214747,2,45,1,2,1,,1,1,0,1,1,2,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,2,6,1,1,1,1,2,,1,2,1,2,,,1,2,1,2,,,1,1,1,2,1,0,1,1,1,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",190212667,0.869355995952403,2,32,2,4,1,,1,1,0,1,2,1,1,1,1,2,2,,1,1,2,,,,,,,,,,,,,,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,,2,,,,,,2,2,,,,,1,1,2,2,4,1,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",174758717,1.3575692938371,2,70,1,3,2,,1,1,0,1,1,2,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,2,2,2,1,2,2,1,2,,,,,,1,1,1,2,,,1,1,1,4,2,0,1,4,1,1,,2,,1,2,1,
"Iran, Islamic Rep.","IRN",181094067,1.36164301317245,2,28,2,3,1,,1,1,1,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,,2,,,,,,1,2,1,2,,,2,2,2,2,2,1,0,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",138426506,0.401784813154424,2,50,3,2,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,2,2,2,,2,2,1,4,3,3,1,1,2,,1,2,1,2,,,1,2,1,2,,,1,1,1,2,2,0,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",120814156,1.02220280786032,1,16,2,4,2,,1,1,0,1,2,1,2,1,2,2,1,1,2,,1,,,,,,,,,,,,,,2,1,1,2,1,1,,2,2,2,1,2,2,1,1,1,,2,,,,,,1,1,1,2,,,2,2,2,2,3,1,0,4,1,1,,1,,2,1,1,
"Iran, Islamic Rep.","IRN",206335384,1.05657792666368,1,37,3,4,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,1,2,2,,1,1,2,2,3,2,1,2,1,,2,,,,,,1,2,2,2,2,2,2,2,3,3,2,0,1,4,3,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",171852641,0.437871159861103,1,40,2,4,2,,1,1,0,1,1,2,1,2,,,2,,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,2,3,3,2,,,,2,,,,,,2,2,,,,,1,1,2,1,2,0,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",133393310,1.14733194960247,2,55,1,4,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,1,2,2,,1,2,1,2,2,2,1,1,1,,1,2,1,2,,,2,2,,,,,1,1,1,1,2,0,1,1,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",138099765,1.14500868598595,1,54,1,1,2,,0,0,0,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,,2,2,2,7,,,1,2,2,1,1,2,2,2,1,,1,2,2,2,2,2,1,3,2,4,1,1,0,2,3,4,,2,,2,2,0,
"Iran, Islamic Rep.","IRN",134205750,0.571821845163763,1,50,3,4,2,,1,1,0,1,1,2,2,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,1,2,2,2,1,,2,2,2,1,3,2,2,,,,2,,,,,,2,2,,,,,2,2,3,3,2,1,0,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",198616165,1.22908943740676,2,35,2,3,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,1,1,2,2,1,,2,1,2,4,1,1,1,1,1,,1,2,1,2,,,1,2,1,2,,,3,3,3,3,,1,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",134114802,0.395524205323878,1,42,2,3,2,,1,1,0,1,1,2,1,2,,,1,2,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,1,,1,2,1,2,3,1,1,1,1,,2,,,,,,2,2,,,,,1,1,2,2,1,1,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",201981635,0.494427513109929,2,68,2,5,2,,1,1,0,1,1,2,2,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,2,1,1,2,,2,,,,,,1,1,1,2,,,2,2,1,4,2,0,0,4,1,1,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",115621025,0.415727338813571,1,43,2,3,1,,1,1,1,1,1,1,1,2,,,2,,1,1,2,,,,,,,,,,1,1,2,1,2,1,2,2,2,2,2,1,1,1,4,1,1,1,1,1,,2,,,,,,1,1,1,2,,,1,1,1,1,2,0,1,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",150254215,0.595767620824436,2,54,3,5,1,,1,1,0,1,1,1,2,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,1,2,,2,1,1,3,2,3,1,1,1,,2,,,,,,1,1,1,2,,,2,2,3,3,2,1,1,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",153947215,0.990096864677163,2,28,3,3,1,,1,1,0,1,1,2,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,3,2,1,2,,,,1,2,1,2,,,1,2,1,2,,,1,1,2,2,2,0,0,1,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",201534767,1.05657792666368,1,30,3,5,2,,1,1,0,1,1,2,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,2,1,1,,2,1,2,1,2,1,2,,,,2,,,,,,1,2,1,2,,,2,1,3,3,2,1,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",112494138,0.699271176388467,2,67,1,5,1,,1,1,0,1,1,2,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,1,1,,2,2,2,3,2,2,1,2,2,2,2,,,,,,1,1,1,2,,,3,3,3,3,,1,0,4,1,1,,3,,1,1,1,
"Iran, Islamic Rep.","IRN",148454593,1.56135431391061,2,25,2,4,2,,1,1,0,1,1,1,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,1,1,1,1,2,2,,1,2,2,2,1,1,1,2,1,,2,,,,,,1,2,2,2,2,2,2,2,2,2,2,0,1,4,3,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",167117950,0.921556167994207,2,32,2,2,1,,1,1,0,1,2,1,2,2,,,1,2,1,2,2,,,,,,,,,,,,,,2,1,2,2,2,2,,1,2,2,2,1,1,2,,,,2,,,,,,1,2,2,2,2,1,1,1,1,1,1,0,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",151187019,1.15866752405644,2,16,2,2,1,,1,1,0,1,1,2,2,2,,,1,2,1,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,1,4,1,1,2,,,,1,2,1,2,,,2,2,,,,,2,2,2,2,1,0,1,1,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",117343114,0.761627846792223,1,70,1,2,2,,1,1,0,1,1,2,2,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,7,,,2,,,,2,,,,,,1,2,1,2,,,1,1,3,3,1,0,0,4,1,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",154892841,0.856363464261416,1,34,3,5,2,,1,1,0,1,2,1,1,1,1,2,1,2,1,1,1,,,,,,,,,,,,,,2,1,1,1,1,1,,2,2,2,1,2,1,1,1,1,,1,2,1,2,,,2,2,,,,,2,2,3,3,2,1,1,1,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",171955955,0.513086149555715,2,58,2,5,2,,1,1,0,1,1,2,2,2,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,2,1,2,1,,2,2,2,5,2,2,1,1,2,,2,,,,,,1,2,2,2,2,2,2,2,3,4,2,1,0,4,3,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",174196472,0.880339943559192,2,54,3,5,2,,1,1,0,1,1,1,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,1,1,1,2,2,,2,1,1,3,3,3,1,1,1,,2,,,,,,1,1,1,2,,,3,3,3,3,,0,1,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",161089369,0.605038669431601,2,46,2,2,1,,1,1,0,1,1,2,2,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,1,3,2,1,1,1,2,,2,,,,,,1,2,2,2,2,1,1,1,2,2,1,0,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",129160510,0.726104159038616,2,45,2,3,1,,1,1,0,1,2,2,2,2,,,2,,2,,1,,,,,,,,,,,,,,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,,2,,,,,,2,2,,,,,1,1,1,1,3,0,1,4,4,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",144141856,0.702538014365358,1,49,2,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,1,2,,2,2,1,2,3,2,2,,,,2,,,,,,2,2,,,,,3,3,1,2,3,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",115682817,0.873054334766235,1,60,3,4,2,,1,1,0,1,1,2,2,2,,,1,2,2,,1,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,1,5,1,1,2,,,,2,,,,,,1,1,1,2,,,1,1,2,2,1,0,1,4,1,1,,4,,2,2,1,
"Iran, Islamic Rep.","IRN",170504581,0.567922485289391,1,42,3,5,2,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,1,2,2,,2,1,2,2,3,3,1,1,1,,1,2,1,2,,,2,2,,,,,2,3,3,2,4,0,1,1,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",192956950,0.993686492148502,1,30,2,5,2,,1,1,0,1,1,2,2,2,,,1,2,1,1,1,,,,,,,,,,,,,,1,2,2,2,2,2,,2,2,1,2,2,1,2,,,,2,,,,,,1,2,2,2,2,2,3,3,3,3,,0,1,4,3,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",175153500,1.49690674581514,2,23,3,4,1,,1,1,0,1,1,1,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,1,2,2,2,2,,1,2,1,3,2,1,2,,,,2,,,,,,1,2,2,2,1,,1,1,2,3,3,1,1,4,2,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",144399420,0.697870882503641,2,35,3,5,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,1,1,1,1,2,2,,1,1,1,3,2,2,1,2,1,,1,2,1,2,,,1,2,1,2,,,2,3,3,2,4,0,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",135063571,0.939243739332564,1,39,3,5,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,,,,,1,1,1,1,2,2,,2,2,2,1,3,3,2,,,,1,1,1,2,,,2,2,,,,,3,3,3,3,,1,0,1,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",198839582,0.571821845163763,1,61,3,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,2,2,1,2,,2,1,2,3,3,3,1,1,2,,2,,,,,,2,1,1,2,,,2,2,3,3,2,1,1,4,4,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",144903690,0.335948224613698,1,42,2,5,1,,1,1,1,1,1,1,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,1,1,1,1,2,2,,1,2,1,2,3,3,1,1,1,,1,2,1,1,,,1,2,1,2,,,2,2,2,1,1,0,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",195133393,0.567922485289391,1,42,3,5,2,,1,1,0,1,1,1,2,2,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,,2,1,2,2,3,3,1,1,1,,2,,,,,,2,2,,,,,3,3,3,3,,1,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",179433926,0.946158073324185,2,37,3,1,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,1,1,2,2,,2,2,2,4,1,1,1,1,1,,1,1,1,2,,,1,2,1,2,,,1,2,2,2,2,0,0,1,1,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",180531610,1.48716200896004,2,16,2,3,1,,1,1,1,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,,,,2,,,,,,2,2,,,,,1,1,2,2,4,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",203398602,0.621190809239562,2,44,3,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,1,2,2,,2,2,1,3,1,1,1,1,1,,1,1,1,2,,,1,2,1,2,,,1,2,3,2,1,0,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",175486654,2.41695876235467,1,60,1,2,2,,0,0,0,2,,,,,,,,,,,,1,2,1,2,2,2,1,1,2,,,,,2,2,2,2,2,2,,2,2,2,7,,,2,,,,2,,,,,,2,2,,,,,1,1,1,1,1,1,1,4,4,4,,4,,2,2,0,
"Iran, Islamic Rep.","IRN",144723563,1.01759083392533,2,68,1,2,1,,1,1,0,1,1,2,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,5,2,3,1,1,2,,2,,,,,,1,2,2,2,2,1,2,2,2,4,1,0,1,4,1,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",192673389,0.835788407198866,2,47,2,3,1,,1,1,1,1,1,1,2,2,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,2,2,1,1,2,1,2,,,1,2,2,2,1,,2,2,2,2,3,1,1,1,2,4,,2,,1,1,1,
"Iran, Islamic Rep.","IRN",169551719,0.395776839059189,1,58,3,5,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,1,3,2,2,1,2,2,2,1,1,1,2,,,2,2,,,,,2,1,2,4,2,1,1,1,4,4,,3,,1,1,1,
"Iran, Islamic Rep.","IRN",183393103,0.804333372512901,2,74,1,1,1,,1,1,0,1,2,2,2,2,,,1,1,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,1,1,2,,,,2,,,,,,1,2,1,2,,,1,1,1,1,1,0,0,4,1,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",140532424,0.586780520945595,1,43,2,2,2,,1,1,0,1,1,2,1,2,,,2,,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,1,2,3,1,2,,,,2,,,,,,2,2,,,,,2,3,1,2,1,0,1,4,4,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",124596020,1.31358081572097,2,63,2,5,1,,1,1,0,1,1,2,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,2,5,1,1,1,2,2,2,2,,,,,,1,1,1,2,,,2,1,2,2,2,0,1,4,1,1,,3,,1,1,1,
"Iran, Islamic Rep.","IRN",114275864,1.24635665610365,1,45,2,3,1,,1,1,0,1,1,2,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,2,2,2,1,1,2,,2,,,,,,1,1,1,2,,,1,1,1,1,2,1,1,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",126911219,1.3201796168731,2,47,1,4,1,,0,0,0,2,,,,,,,,,,,,1,2,2,2,1,1,2,2,2,,,,,2,2,2,2,2,2,,2,2,2,3,1,1,1,2,2,2,2,,,,,,1,2,2,2,2,2,1,1,1,3,1,0,0,4,3,4,,3,,1,2,0,
"Iran, Islamic Rep.","IRN",113312508,0.766440375456339,2,59,3,3,2,,1,1,0,2,,2,2,2,,,1,2,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,1,2,1,2,2,1,2,,,,,,2,1,2,2,2,2,1,1,2,4,1,0,0,4,4,3,,2,,1,2,0,
"Iran, Islamic Rep.","IRN",122232921,0.909633940831534,2,70,1,3,1,,1,1,0,1,1,2,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,2,1,2,1,1,1,1,2,,2,,,,,,1,2,1,2,,,1,2,2,4,2,0,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",208994735,0.584171611854575,2,46,2,5,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,2,,,,,,,,,,,,,,1,1,1,2,2,2,,2,2,1,3,3,3,1,1,1,,2,,,,,,1,2,2,2,2,1,1,1,2,3,1,0,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",122096778,0.804333372512901,2,79,1,3,1,,1,1,0,1,1,2,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,1,1,,2,2,2,1,1,1,1,2,2,2,2,,,,,,1,2,1,2,,,3,3,3,4,,1,0,4,1,4,,3,,1,2,1,
"Iran, Islamic Rep.","IRN",173702567,1.3261900794262,1,32,3,2,1,,1,1,0,1,2,1,1,2,,,1,2,1,2,2,,,,,,,,,,,,,,2,2,2,1,2,2,,1,1,1,2,2,1,1,1,2,,1,2,1,2,,,1,2,1,2,,,2,2,2,2,1,0,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",145507581,0.970865399952414,1,56,1,3,2,,1,1,0,2,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,2,2,2,2,2,2,,1,2,1,6,1,1,2,,,,2,,,,,,1,2,2,2,2,1,1,1,1,4,3,0,1,4,1,4,,4,,1,2,1,
"Iran, Islamic Rep.","IRN",158546205,0.649123585623151,2,54,2,1,1,,1,1,0,1,1,2,2,2,,,2,,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,4,1,1,1,1,2,,2,,,,,,1,2,1,2,,,1,1,1,1,4,0,0,4,1,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",153846664,0.957122054831643,1,42,1,2,2,,1,1,0,1,1,1,2,2,,,1,1,1,2,1,,,,,,,,,,,,,,1,1,1,1,2,2,,1,2,1,2,1,1,1,1,1,,2,,,,,,1,2,1,2,,,1,1,2,2,2,0,1,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",206876114,0.571889410601758,2,48,3,4,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,2,2,,1,2,1,3,2,2,1,1,1,,1,2,1,2,,,1,2,1,2,,,2,2,2,2,2,0,1,1,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",197709971,0.717934255986341,1,64,2,4,2,,1,1,0,1,1,2,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,3,1,2,,,,2,,,,,,2,1,1,2,,,2,1,3,4,2,0,0,4,4,1,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",172945587,0.637747503605598,2,62,2,4,2,,1,1,0,1,1,1,2,2,,,2,,1,1,1,,,,,,,,,,,,,,2,2,2,2,1,1,2,2,2,2,3,2,2,1,1,1,,2,,,,,,1,1,1,2,,,1,1,2,1,1,1,0,4,1,1,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",141338721,0.983229032817765,1,27,3,5,2,,1,1,1,1,1,1,1,2,,,1,2,1,1,1,,,,,,,,,,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,,,,2,,,,,,1,2,1,2,,,3,2,2,2,2,1,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",167071282,0.984307809744946,1,29,2,3,1,,1,1,0,1,2,2,2,2,,,1,1,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,1,2,1,2,1,1,1,,2,,,,,,2,2,,,,,2,1,1,1,2,0,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",153718915,1.0313586871772,2,20,2,3,1,,1,1,0,1,1,1,1,2,,,1,1,1,1,1,,,,,,,,,,,,,,1,2,1,1,2,2,,2,2,1,2,2,2,2,,,,2,,,,,,2,2,,,,,2,3,3,3,,1,1,4,4,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",208429324,1.61054972653949,1,33,1,1,1,,1,1,0,1,2,2,2,1,1,2,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,1,1,1,7,,,1,1,1,,2,,,,,,1,2,2,2,2,2,1,1,1,1,2,0,1,4,3,4,,1,,1,2,1,
"Iran, Islamic Rep.","IRN",177426767,1.07132030036898,1,22,2,1,2,,1,1,0,1,2,2,2,2,,,2,,2,,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,5,2,1,2,,,,2,,,,,,2,2,,,,,2,2,2,2,1,0,0,4,4,4,,4,,1,2,0,
"Iran, Islamic Rep.","IRN",190691311,2.00188448293615,2,15,2,5,1,,0,0,0,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,,2,2,2,1,2,2,1,2,2,2,2,,,,,,1,2,3,3,2,2,3,3,2,2,3,1,0,4,3,4,,3,,2,2,0,
"Iran, Islamic Rep.","IRN",207202602,0.364473992141128,1,40,3,3,1,,1,1,0,1,1,2,1,2,,,1,2,2,,2,,,,,,,,,,,,,,2,2,1,1,2,2,,2,1,2,2,3,2,1,1,1,,2,,,,,,2,2,,,,,2,2,2,2,2,0,1,4,4,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",158767110,1.81215470585247,2,15,1,4,2,,0,0,0,2,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,,,,,2,2,2,2,2,2,,2,2,2,2,3,3,2,,,,2,,,,,,2,2,,,,,3,3,3,3,,0,0,4,4,4,,4,,1,1,0,
"Iran, Islamic Rep.","IRN",205018353,0.907503097192974,2,17,2,5,1,,1,1,0,1,1,1,2,2,,,1,2,1,1,1,,,,,,,,,,,,,,1,1,1,1,2,1,,2,2,2,2,3,3,1,2,1,,2,,,,,,1,2,1,2,,,2,1,1,1,4,1,0,4,1,4,,1,,1,1,1,
"Iran, Islamic Rep.","IRN",179275432,1.56979765777161,2,15,1,4,1,,1,1,0,1,1,2,1,2,,,1,1,1,2,1,,,,,,,,,,,,,,2,2,1,2,2,1,,2,2,1,1,3,2,2,,,,2,,,,,,1,2,1,2,,,3,3,3,2,,1,1,4,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",127989104,1.11520676894962,1,37,2,2,2,,1,1,0,1,1,2,1,2,,,1,2,1,2,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,1,1,2,1,1,2,,,,2,,,,,,1,2,2,2,2,2,1,1,2,2,2,0,1,4,3,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",203733303,0.502178939696495,1,40,3,5,1,,1,1,0,1,1,2,2,2,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,1,1,1,,2,2,2,3,3,3,2,,,,1,1,1,2,,,1,2,1,2,,,3,3,3,3,,1,0,1,1,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",167909130,0.864820644792756,1,30,3,5,1,,1,1,0,1,1,2,2,2,,,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,3,3,2,,,,2,,,,,,1,2,2,2,2,2,1,1,2,4,1,0,0,4,3,4,,4,,1,1,1,
"Iran, Islamic Rep.","IRN",165194089,0.74444780940579,1,54,3,5,1,,1,1,0,1,1,1,1,2,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,2,1,2,2,,1,2,2,3,2,1,2,,,,1,1,1,2,,,1,2,1,2,,,3,1,3,3,,0,1,1,1,4,,4,,1,1,1,
